name,url
Love Me Like You Do,http://changba.com/s/4n2x7c0t6mPvgnz9elzWJA
All By Myself,http://changba.com/s/ldVUQp6ILNx6IZJQ5VufOA
Skin,http://changba.com/s/TFbhHgboCixntJYjGwGlUw
笑忘书,http://changba.com/s/iVMhs-n3WJZE1zelcMt26A
Jingle Bell Rock,http://changba.com/s/RA50Nk9XkBpVGVfxQ0AVJw
The Only Exception,http://changba.com/s/NRtFymEYx328xxy26XA4_g
快乐老家,http://changba.com/s/DLsTr_dNb0_rDpR_3QvCYw
彩云追月,http://changba.com/s/VjQRZyktXnip1Z09ZScoow
你要的爱,http://changba.com/s/vb9WUTLouyyCkR0cLt23Rw
音乐爱我,http://changba.com/s/sLaQs6IsOLsJYQqpAItFGQ
Young And Beautiful,http://changba.com/s/qzPmh3eONyGa2zkMadgHcQ
Let Me Love You,http://changba.com/s/0I3JVl8CRy6cvvTC-hvTjA
日光,http://changba.com/s/YD_7VUZTA1lWiStXE1_8Og
月光爱人,http://changba.com/s/OT8GbY8VQ1YUNm1O3c04og
星语星愿,http://changba.com/s/GisoAuSom6Whyg1JOnpYqA
追光者,http://changba.com/s/ZdOEWFA148WEYdSIsiRang
血腥爱情故事,http://changba.com/s/o9WrJAuRs_ejNyzX01zOqA
Hero,http://changba.com/s/wu-nSToFNvVkAYPv2Zj3oQ
Pray,http://changba.com/s/c_TgAkMTbRRogk3gI-y2Aw
大鱼,http://changba.com/s/1lwlMF7YHnrkbRj7YwxDvg
紫,http://changba.com/s/WGKT6JqD8ZMZlWsNBGkEaA
Too Good At Goodbyes,http://changba.com/s/7uRCx_fozlLaThAxaeSgbA
我贼啦啦的爱你,http://changba.com/s/rN5S_Msonvu1hoeGcpxi7g
可惜没如果,http://changba.com/s/kamEE7n1KofS57Y6C8ragw
江南,http://changba.com/s/aXu3cRjzFciciiShCZxJ9w
Sometimes,http://changba.com/s/pRRU1-sell7gmUnW1m5Kqg
Footprints In The Sand,http://changba.com/s/0x72kaGceUopPFMJeB1hnA
Footprints In The Sand,http://changba.com/s/T5HM8Wpga0j9dO4uHnTN9g
给我一个理由忘记,http://changba.com/s/zT72zysbaKNMPKMT7gKX3Q
她说,http://changba.com/s/3LgC6a6qqHU6Fr8Sl16w9w
旋木,http://changba.com/s/hGOA4B7JCyPuXAsshQ4s1A
Symphony,http://changba.com/s/lh52vofzkkHIe6Fug2v3uQ
关键词,http://changba.com/s/aJLNHMTCXfyEZqjR0Tgfkg
爱笑了,http://changba.com/s/JjY6OfGV7mkWOAZwMtzeag
All I Need,http://changba.com/s/lN5Fu5VCsJYqImUdWXI33g
Moonlight,http://changba.com/s/OLxjjYCLeLbcKaX5HsS_Pg
Touch It,http://changba.com/s/B9_wpPxIw7tYjZ9nHkwGsQ
Greedy,http://changba.com/s/Ya1Jrm--cdgw1USweaCnPA
Look What You Make Me Do,http://changba.com/s/iyaidd-U_KFx4UYsTf-GrA
约定,http://changba.com/s/eiSC4Nppnd5meFx34afnPw
当你老了,http://changba.com/s/eyS-mHBX_Ueh7g23a1GcIQ
明天过后,http://changba.com/s/tNtfed6JUi3JLt14sYonZg
依然在一起,http://changba.com/s/5bXmGgazPLmxekKSCtxOXg
感同身受,http://changba.com/s/8rkruUHYc_a452MpEwqNaw
光芒,http://changba.com/s/rE4PMP7Ane0leX-U3gUdjw
Hotline Bling Piano,http://changba.com/s/u03CGCcw8muy6kFx7CGCww
我们的明天,http://changba.com/s/tt_l-MJueGWXMQF88PneeQ
从前慢,http://changba.com/s/2HY8ccAq-WOWrLtW7YiESQ
忽然之间,http://changba.com/s/rWo2TWyyDJ1V9cTPjfUE8Q
Take A Bow,http://changba.com/s/BEqGE-0m4wq--5wP4zzHfg
蝴蝶,http://changba.com/s/xXZ1s2MdDQh3sVxGX8vHLQ
Spectrum,http://changba.com/s/Qq9yP183P-jvI1tVg7Ftug
What Now,http://changba.com/s/N2dYhyUKwSZfzRmVcOKwaQ
如果没了你,http://changba.com/s/P6On3JSwThGn2ONuAKF7HQ
虹之间,http://changba.com/s/AX_ewosJm4A-syeUoGJyPA
If You Want Me,http://changba.com/s/HpvRTbhtz1ku7jgRul_z3g
Let It Go,http://changba.com/s/CtoVZ_hAOSBsxp4rtp8bhw
All In,http://changba.com/s/ipywzU0kQq4eb-Oy-_SztA
美杜莎,http://changba.com/s/0hxG9aeWimMCjaODec_KZg
Applause,http://changba.com/s/zE74V8x_mzhFetan7PNBzA
Rolling In The Deep,http://changba.com/s/-JoAzH1eCVTiWoqi3G-ylQ
南海姑娘,http://changba.com/s/CkL4KI5beuSTmUfWRSofxg
玫瑰玫瑰我爱你,http://changba.com/s/rEvYYI1AirF1BDwmlJGdeA
名单里,http://changba.com/s/2y5ARuWcSXMrfMrvrrwfQg
隐形的翅膀,http://changba.com/s/tgwLs7waU0jfL86a4MLnpg
Youth,http://changba.com/s/s_iCZN3iSRA4lF6BpVy-3Q
Countdown,http://changba.com/s/WbFv1mzwiYgAHFsx3VaAfA
说时依旧,http://changba.com/s/7vkj3VCtdrUmFgIDeyuISw
阿瓦日古丽,http://changba.com/s/27Blaz9gS42eXcPN6X_ffQ
Viva La Vida,http://changba.com/s/MqhapTBpnoEJj9Hqsb_cnQ
光之翼,http://changba.com/s/p8wHAirNWbyKW2vEiWpZFw
掉了,http://changba.com/s/w8dAIZ8iyQ6gr79SEDKXOg
寻人启事,http://changba.com/s/U_h5xeOl2HET8Jx05mq6Dg
梦一场,http://changba.com/s/WS0O6OrqD4obpKD4XTGcXg
三月,http://changba.com/s/dmElIVeLl2PpIscfbnbt9Q
匆匆那年,http://changba.com/s/E4_3ImZ3uxy1FWUdZPNBWQ
第二性,http://changba.com/s/GuYuYvl3QOsN9QQlmH-ubg
Love Me Like You Do,http://changba.com/s/RLG1euMxe9qlG60Y3VfH_w
傻子,http://changba.com/s/3FoxE-FS0WQCwvzY6Z0VNw
Stay With Me,http://changba.com/s/TpflNGrmZQlnfIDLjeMduA
Unconditionally,http://changba.com/s/e3lKRRGfN3HvC3VMqxe_zg
Fighter,http://changba.com/s/liypLMj-MSDVyvQxrZ-8AA
Attention,http://changba.com/s/EqY6B0stORzg-8BSIZLxFg
Army Of Me 带和声,http://changba.com/s/NvhicwxaXkPUj0jctWzWOg
对你爱不完,http://changba.com/s/orToWjaKaTEVjzbvO8hGYg
Green Light,http://changba.com/s/yC5tiZE6WUOvQE9LJfRU3A
Crazy In Love,http://changba.com/s/k5apG-ZTZYMFLKKEwJFfHQ
流年,http://changba.com/s/IAVlJ5RZueQ8D7kOkxakFw
爱超越,http://changba.com/s/2FN113WOJz73lIjkkLDWsQ
Girlfriend,http://changba.com/s/LqZhPM9XscblCuOg0elKLg
Complicated,http://changba.com/s/cDjnfiMOcN6g5XJy462q-Q
Price Tag,http://changba.com/s/0qQYOlR3DHAIgkBnNAhTFg
纸飞机,http://changba.com/s/DtnoiNCBHJE-Gxgn-LUwhQ
你的爱,http://changba.com/s/DvGsnh4coGy79xNtkDjukw
说谎,http://changba.com/s/lmTmhCsbBoBz-CHVTpxuvA
房前屋后,http://changba.com/s/LUFo_aInPjANWVZNoVZkVg
All I Ask,http://changba.com/s/oUwxIGXBpl5H8uztTN4FWg
爱你,http://changba.com/s/abRsdpHsn89MclsRLUUrAQ
Outlaws Of Love,http://changba.com/s/8PzK8eeRDdRSfO-PhoeaJQ
爱不爱我,http://changba.com/s/PBd1LD_a0Qt4TmTRWtGqUw
艳阳天,http://changba.com/s/LKowmQEMNeHmftsBfA2_BA
我是怎么了,http://changba.com/s/lyNwD-1dxeZxxj1vTvZGBg
S.x With Me,http://changba.com/s/TyoqUDHT4_P5QZNKu76cxw
最天使,http://changba.com/s/VqAALOtP7umJyaOlKwnTHg
Love Warrior 战,http://changba.com/s/tq_wilWRmpXC03t9ZosfYg
灯塔,http://changba.com/s/dznvzA9FLHTNikU_XoW__Q
再回首,http://changba.com/s/Nr3i1pUZzAWQYELrRaOAJA
The One That Got Away,http://changba.com/s/pOjCrmjvCx9XpdV1PS0D8w
New Soul,http://changba.com/s/b_qHLO2dx6NmnFVIwqQjcw
Brand New Me,http://changba.com/s/3buy99gSDMfK9cX8pTy5Cg
An Angel,http://changba.com/s/k3QPfjVpB9ttuAPuwzMvOQ
The Best Damn Thing,http://changba.com/s/no8xfMzdod7s74FqBtvqrQ
She Wolf,http://changba.com/s/n8wXwDNO2Qhc0I1x_rGqoA
I Lived,http://changba.com/s/Ru4TGHFb_fc5kBrKdoQDAA
Part Of Me,http://changba.com/s/5U2FvqSRgq16LAneCU1mfg
Perfect Illusion,http://changba.com/s/9bMPd-Alo0MXGgYBJQQcvQ
Born This Way,http://changba.com/s/UOm-BhULhazQr0dj9dnpmQ
Poker Face,http://changba.com/s/lQV4apFb5DdbK8FbgO_u1g
I'm A Slave For You,http://changba.com/s/pNeLIAXzBUKqjY6GM84V2g
不得不爱,http://changba.com/s/M_1MNkIadP3IT3UfteL5-w
潘朵拉,http://changba.com/s/LkVS53mIeF6Tac8cJC8QkQ
I Kissed A Girl,http://changba.com/s/EXawAwqAYdXu9R3IdzdJOg
黑夜尽头,http://changba.com/s/5jdoSOF5MQPvsOqzNGfnjg
无赖,http://changba.com/s/ei4b1JbvuztIFicEPb_zGQ
Me Too,http://changba.com/s/DnlFdbIBW6PLYh_zBp8LtA
Dangerous Woman,http://changba.com/s/YLwCZLBugjvPLmIROTia8g
No,http://changba.com/s/Ov6ReYXn4xsdaoVDlr6aig
遇见,http://changba.com/s/anKrUYX4hPY1ey98_ACtOQ
往日时光,http://changba.com/s/47_Joidh4IGebTB7p6CHbQ
回来,http://changba.com/s/FI2vdXB0kyaUvCsaG0jM7g
心动,http://changba.com/s/bn9MMyEktWkcPpaujYXySQ
大艺术家,http://changba.com/s/9YtvO_E4QOWB_Ir1P5HpXA
跟随,http://changba.com/s/wYAyCU3xvCGpmPVIFXWGbg
Drunk On Love,http://changba.com/s/ydq4HVQTzItV84o5xwoqUg
花蝴蝶,http://changba.com/s/FKyBoFQAkc2nqyRaFSlBKA
Lovelovelove,http://changba.com/s/XkYmrc_iT16hq61jJfhyMA
Tilithappenstoyou,http://changba.com/s/Q2kFil5Wj0iLEYY4W2MkTw
Innocence,http://changba.com/s/N-YbJp4ayiSHcMd4XE0llw
这天,http://changba.com/s/2LCnVFfw-i60EjTXdYqsXA
搏浪鼓,http://changba.com/s/WxR7WXffdzYiYOEH25z2Vg
小冤家,http://changba.com/s/xPnBkO0k1ulJElDTmAN3-w
Pompeii,http://changba.com/s/3njE-ZqM1pzDlZXbDEwZVQ
最初的梦想,http://changba.com/s/nC4-3PCJEgMihMtLjDujdg
You Raise Me Up,http://changba.com/s/Xnm65Q8H7N8YE3D93DTdhA
无眠,http://changba.com/s/srj4nLwnInImE_LFdh9ZLg
American Oxygen,http://changba.com/s/HSuBp2W1vPbkpudZ3bFliw
当一个天使的忧愁,http://changba.com/s/2UZ6Zp_lkuWH0xu6N2vUDw
Home,http://changba.com/s/WGsXVgnLe0uoOvREWKO_4Q
Freedom,http://changba.com/s/0TZoh8Om2F9xiZc8IwNpPQ
The A Team,http://changba.com/s/tc2rv0g_pmdKBDEpAvhwZw
Somebody That I Used To Know,http://changba.com/s/Vo7gp_4NtbuiRxMV0OSAVw
Sorry,http://changba.com/s/NlQJLuJirobe7q_g2Z3pOA
Phresh Out,http://changba.com/s/hu-9Eg2fP-ns7LIrGViypw
Sweet Dreams Melody,http://changba.com/s/SpuKSvyXCrVW9wDpSyfm8A
雪候鸟,http://changba.com/s/5wBdKg6-lMv0MMc3VqnjsQ
流花,http://changba.com/s/OgQopvBgQAebSG5v0kSHtQ
夜来香,http://changba.com/s/M8O0hjhE8YlnDeZFt3wbjg
Lights,http://changba.com/s/ZVTUf_ED6LAv0QukOyqjJQ
管他什么音乐,http://changba.com/s/UZQyLyyXVRGLfIRvOfvxiw
寻找我的同类,http://changba.com/s/QvzjD2411ROenDaYBl7pxw
Hold Up,http://changba.com/s/s7ob6blOKyGwEPyOTRjeWw
融雪之前,http://changba.com/s/o5xkaX8EK1W5hrL-4B_lWw
被雨伤透,http://changba.com/s/LJRbtIgT2-BPjxGinkqqlw
像天堂的悬崖,http://changba.com/s/EiFvl6Rk-8VkwrHIqGhYYg
爱上张无忌,http://changba.com/s/V4O9_EBmpJHZqZuVBfErzA
野子,http://changba.com/s/rJn8xkLPrB2rc-7FOMUOng
后会无期,http://changba.com/s/DZimsLeSU424SEyw0uByWQ
不同凡想,http://changba.com/s/DkqoAa9xnoFtklbWFkfKSQ
不同凡想,http://changba.com/s/ibIY4vKurA9RMyOGmLa3eA
离开这个地方,http://changba.com/s/4yyXpSHT0Wi1JGIEmdNMvw
Chasing Pavements,http://changba.com/s/AYnujHRGMrZ7IRhm0VKfFg
Love Runs Out,http://changba.com/s/WempcddlTen3rjW9JniH4Q
Stitches,http://changba.com/s/Dx47QrXwwa-H032vdUN_Xg
单行的轨道,http://changba.com/s/5PLw88WMz-ab8a6_uWPNZw
火烧的寂寞,http://changba.com/s/1gGa0Ti9-4abGT38HuQ-uQ
Pour It Up,http://changba.com/s/6Qx3AUhLkB1YmdHQsuZQ-g
So What,http://changba.com/s/U7LfP6_o86q77YnLScj4wA
Writing's On The Wall,http://changba.com/s/b7bEhruDXN4lvEo1tKLyqw
盖亚,http://changba.com/s/mnkEYQdyMDDHzzb_Nj-B5w
夜太黑 Jazz Tune,http://changba.com/s/XNBMxFdjzb-oidvzn-TSeg
红眼睛,http://changba.com/s/QQoS6Jd6LBhhVf7r4OwOMg
Chandelier,http://changba.com/s/mU760NyboSEfIwuBA2yD8g
All Of Me,http://changba.com/s/uMJ3wTM5i-s9tqG-GU6jaw
Titanium,http://changba.com/s/Bpg8NGDzjHv-OITJplEwgg
Mine,http://changba.com/s/IXltykBvBFsHRUOZCoy-GA
自由鸟,http://changba.com/s/kIrE_4bap09q5fdYQNvOvQ
Paper Hearts,http://changba.com/s/JBkVnbdkr0ILlPV98oBFJg
Pillowtalk,http://changba.com/s/0TTA5S4X0rhniSmVsaXKIg
Circus,http://changba.com/s/b15D2buD3aJzxiMjlnbPpA
Formation,http://changba.com/s/HIcolu0vr_WnppvbuDgG7Q
排山倒海,http://changba.com/s/j3jCd6mzanK81n-tvjzIJw
我的爱,http://changba.com/s/rp9iL0xfMKMd29QSLlt91g
Try,http://changba.com/s/lHkFe2tErtzvq49kDBuqtA
致青春,http://changba.com/s/hTYlws1CASJbfmulXd5OQA
Mercy,http://changba.com/s/grEGTV1mdyUvG8g9FHiFaQ
Telephone,http://changba.com/s/hcvQ3MS4kjlOsFBSpNEnWg
Blank Page 男版piano,http://changba.com/s/zuay97laZklY8-CZa85F5g
Yonce,http://changba.com/s/x3q50mugSEf4mPqITXUk3A
We Remain,http://changba.com/s/2jU1bfm-3FAgMFvyb5ARog
Flawless,http://changba.com/s/JElD0WhLakmWu1BPELwH0Q
刺鸟,http://changba.com/s/k-4sHXWYvh5XbKyLaYytag
Princessofchina,http://changba.com/s/WSegwjs7Yf-blQ5hpR7pcQ
悟空,http://changba.com/s/Aq6OvMEolNFnkFVYX2TKyQ
如果的事,http://changba.com/s/DVyMBmZjQL5dd21PlE90-w
Flashlight,http://changba.com/s/bRBqaySRPCwlHiwZJVlE9Q
Listen,http://changba.com/s/_0zLHIbmvIpCxgtzEi-Fag
贝加尔湖畔,http://changba.com/s/oSQPvFHRSX_nUhuGexe3Rw
张三的歌,http://changba.com/s/M3W4gqn8Dwp5NlWnteRrXQ
滚滚红尘,http://changba.com/s/rUQHNeRJ3MsLs3JfdVNZQQ
Wear Me Out,http://changba.com/s/PdcLMYs8OMtKOLnkuOlQew
Halo,http://changba.com/s/rOQbtZXK-6NfDYeZEDHtRA
Chained To The Rhythm,http://changba.com/s/HxQMS5b43uogTJLUFFzsaw
Fight,http://changba.com/s/H0w74WBUdY9wAYKznII42Q
Fxxk It,http://changba.com/s/_4ZEKohku_nuG-A0uAzo5g
California King Bed,http://changba.com/s/MGxAMKqtPW7HCRD09XWNdQ
Sm,http://changba.com/s/Ml1KrbZwRhd7Doq2yf82uw
Love Without Tragedy,http://changba.com/s/ApR7IQl3_l0xKJxOgZu0mA
Love Story,http://changba.com/s/X9CrRD4oS3cuy6510-XUyg
Unfaithful,http://changba.com/s/T_K3sj-MP9m2eFMZJ-H82g
Beautiful,http://changba.com/s/dPxnDxLDZoSCDqTQY3BT_A
Jump,http://changba.com/s/Si7Z6qrxZC_Mq6QSCfdgEQ
Rihanna - Birthday Cake,http://changba.com/s/YR3xX96V5dUIplrXVfLrQg
Only Girl,http://changba.com/s/h29B9BFIK2dZqAw7MdOAuw
Love Drought,http://changba.com/s/soG9wCayXbNfZeDSgTztig
Sing For You,http://changba.com/s/92P5AuJaPmVlKFBkpbvnsQ
Sandcastles,http://changba.com/s/TtYkTK3zQGax7x_JuN42BA
拥抱,http://changba.com/s/NzuO1GMJ0Gr8PLOjYx_A2Q
红豆,http://changba.com/s/zPpkVpMa4gLdA89oUiHz0w
Boys Like You,http://changba.com/s/QNV2XL2lqZolGLmcvSF1rA
Sandcastles,http://changba.com/s/D_wbIQngPvpZp8knOrRO2w
克卜勒（kepler）,http://changba.com/s/pNVDI9hxkQWtbJOXtyjUbA
Love On Top,http://changba.com/s/EjU38Euhr5Qth400Gl6V4g
等风来,http://changba.com/s/5SaEoqgxDWkivvrBHedHyQ
Hurt,http://changba.com/s/ZxfRJLG-a9QlxVo3v2IA7A
不必在乎我是谁,http://changba.com/s/hAdn8nctqsCtElM5M7lQWw
柿子,http://changba.com/s/c61JCRZHjK-OgDZOiC5UYA
Purple Rain,http://changba.com/s/PjxiLbT56dIJxq2WE4WpVA
Falling,http://changba.com/s/e1qoi_26C2B94muqEOW4Gw
Alicia Keys-if I Ain’t Got You,http://changba.com/s/yJtGtJq3riqHuRRZe5D9cg
Cake By The Ocean,http://changba.com/s/bHgC9o8QUR24XTnyOSmgkw
Feeling Good,http://changba.com/s/rYdAhc270kM0eJq-QK0Z7w
Nature Boy,http://changba.com/s/LjyMV8V0LGYPY-A-Kq5BVQ
让我留在你身边,http://changba.com/s/GbC74g1nJngwD2RC60bCcA
小幸运,http://changba.com/s/NSeYscxzNG6HpzFQKSirMw
Firework,http://changba.com/s/mRs09_TA2LNNouJW8QwnMg
Sugar,http://changba.com/s/0QLH-ieuzq0d08zKCezrtQ
知足,http://changba.com/s/Xh2Gn5ccg2qHbp69Rlg03g
Elastic Heart,http://changba.com/s/_zmmlGLQANQ51pVpAWC5sQ
Hands Of Love,http://changba.com/s/jDJWW-L2W6khjplH_EyU4w
The Voice Within,http://changba.com/s/BXOBV-dE88MwDO9ljapDZA
当时的月亮,http://changba.com/s/_X0xDEYW4v0Qb_Rv_vVzBw
有人,http://changba.com/s/m-mB61SbcbyZmGbhUkU-vw
Hallelujah,http://changba.com/s/QHxy88PRChiluE-CvgjqPw
Ave Maria,http://changba.com/s/-Wqojv9FX41yoso1clrGXQ
圣诞结,http://changba.com/s/9BI_x9pyZleJcDU33GDw0A
Burnin' Up,http://changba.com/s/GDmx2AEHaurJ4bopXb0sBw
You Lost Me,http://changba.com/s/c1QPEq-P0e9WmpfFxbMagA
Everglow,http://changba.com/s/PNznFGrLGp_urzNpd5MygQ
天空,http://changba.com/s/OUe6ktR2p1N16UhRB9Mubg
Demons,http://changba.com/s/buObUh6zwZl7L6xMLbkD8A
出色,http://changba.com/s/eBE3U-mBwGvcNzucJaAq4g
裂心,http://changba.com/s/adz-LY4CVzQ54l4FvmjR5g
Joanne,http://changba.com/s/O0P3ZhV8wrWhhiC72_lsPA
Say Something,http://changba.com/s/SqLbE7z75vF0ki3bhBoVBg
Million Reasons,http://changba.com/s/K11IyWLHBKqwDIz3ao21pw
Photographs,http://changba.com/s/C16kIGxOiWyzwk7KBAa-Mw
你快乐所以我快乐,http://changba.com/s/_PEmxjodKp3xUkhSdd03Mw
Earned It,http://changba.com/s/MDmdkt45crWluZqmUE5RbQ
你就不要想起我,http://changba.com/s/f1Bop7laz0vFAmd8F-q8kQ
同类,http://changba.com/s/iqj5xuujZFJhDOymrKRiTg
冬,http://changba.com/s/JAG71Dp0uL7Q3a2W_eT00A
原谅,http://changba.com/s/2TNnbG-iSs-LCOYsNd34RQ
Creep,http://changba.com/s/1__wIOawFt59rokHyPthUg
Zombie,http://changba.com/s/-Rnil5idyLzlfgZYsYPwgw
Boys Like You,http://changba.com/s/05DnNSVrB3-SnpV8Bcibiw
Desire,http://changba.com/s/w9mKLFBfMicTj2EbuLyMmQ
Never Be Like You,http://changba.com/s/iA4ZoB81yWGgWCJ-LqrFjw
Cheap Thrills,http://changba.com/s/jByR1WiyK8hZViz2Wy90SQ
也许,http://changba.com/s/zEXOFEvzUEbFPtaK0TiA6g
Cosmic Love,http://changba.com/s/s0yUweOnRsNZuY1y_SjkoA
Blue,http://changba.com/s/w4_MTNhSUzIvZi41Bm8B2w
Prayucatchme,http://changba.com/s/0MCBN8UhT7pwlAU4LiqAvw
Bad Romance,http://changba.com/s/TH4vgTrRTh5zr7WqVmV7Yw
尚好的青春,http://changba.com/s/aizSFyvp3P-hP_H-5lJeTg
小孩,http://changba.com/s/VN0KlIUVyR7D5IyoKEhAtQ
十二月的奇迹,http://changba.com/s/wmJtIEBotNVIooV2GGrr6g
Glad You Came,http://changba.com/s/ghh0ZENDT3AofAX7C06cvA
Rise Like A Phoenix,http://changba.com/s/MnKMqh7i9-b7o8o4K0dYoA
不为谁而作的歌,http://changba.com/s/SDbQjH6Bqyh7Wjn46RG_XA
Chains,http://changba.com/s/fz4Aqz4qDoLHseGMZH3FSw
沉船,http://changba.com/s/F29HS8lZFFxnYBUZjjaDVg
早开的晚霞,http://changba.com/s/s99kB9n4kzhPLAVfr-XCRw
The Way I Am,http://changba.com/s/k3PHC6Fmm_BMywFoBSl1lA
This Is What You,http://changba.com/s/dpEvs4Mc00j0ZwIKgEt-1w
眼泪,http://changba.com/s/b6NNq7yoD7tUpma2DWYifQ
寂寞先生,http://changba.com/s/X02zo3EnruX2Bq6gaQl_qw
See You Again,http://changba.com/s/uhPkEaZq8OpA3sWnyGKMLg
See You Again,http://changba.com/s/MKhz8pqQESCYqR3m8E35UQ
一个人对话,http://changba.com/s/t-cRA5b7njY-KMwYrmKOtg
Heaven,http://changba.com/s/aCx3moYHBiq4bybM-V8f_g
心醉心碎,http://changba.com/s/hUtgQZdrgV1gA3gGbVQmtg
就现在,http://changba.com/s/Gu1JyilkzxLYh-F42gCr5w
Can't Feel My Face,http://changba.com/s/oHEokVGwY5JaDWrc-wBoJg
6 Inch,http://changba.com/s/hbkEwVEP0A_7KK-Y2owTbg
Stay,http://changba.com/s/P5oF_ZHWRDi6j38YmlozLw
迷幻,http://changba.com/s/JzpcV8PihBBOaf0qYFOQdg
Dream,http://changba.com/s/7RTj3b108tVcBfEzYbRZfA
Toxic,http://changba.com/s/KQXVOlzbYKoGMYyPPvr9XA
Dream,http://changba.com/s/1sd5Gzl6LHC_LT35a4GDTQ
Radioactive,http://changba.com/s/AwAHuPjPD1ULsQzpp0et_A
夜空中最亮的星,http://changba.com/s/WoJmdY6oV42gMN8kqBwRsg
Work,http://changba.com/s/_CrNsv5vZpZ_hN_akybF2g
High歌,http://changba.com/s/MOZXv8JCCPr4AWMLagWECw
Runnin (lose It All ),http://changba.com/s/FJVZV9JY7lFKdpTz2VaalA
丑八怪,http://changba.com/s/BUOE2xtUUOHc69N7_FCeew
看见什么吃什么,http://changba.com/s/mquQKm-4y9W26Doz4gcdmg
High歌,http://changba.com/s/T-_4A8eBSO7_-OUDub1-Nw
Mamma Knows Best,http://changba.com/s/9ZYwXtXQ0XIIC2c0I4I5Jg
终于说出口,http://changba.com/s/w0A-Hkt4JQ5RLAv1Bc9Zuw
去大理,http://changba.com/s/amO-ONPmDlgtg7s5pC9zQg
Grand Piano,http://changba.com/s/YhUhaNz8n6ODqnsapJjqnQ
真心不假,http://changba.com/s/3nS0dtEbVE0XWvXxUtd9XA
If You,http://changba.com/s/YVSu8Y5CiJ4h1F1nJf4eJg
听妈妈的话,http://changba.com/s/sEo_XMw5os8wH5CjqhCZ-A
勇气,http://changba.com/s/GtxK3rf7KIr0fk5hifq0ew
What's My Name,http://changba.com/s/UUu_bRqXF__CqFZsrD4X5g
危险世界,http://changba.com/s/fSgz-M6MSDy3-OEjVvlKsA
地心,http://changba.com/s/3tCOuWar9ykXHl31UHEJbg
词不达意,http://changba.com/s/HWbgVhi2fwqxw4UmTJW5VQ
Rude Boy,http://changba.com/s/Kd6Ta2M9QBonoZRnAXZh6A
寂寞拥挤,http://changba.com/s/CG120t7tkMb9_UkJeae9ag
陪你度过漫长岁月,http://changba.com/s/cX_7QI-JJPXKX5GgG1sjRw
Daddy Lessons带和声,http://changba.com/s/kPfBJiv33cECE6kdGoJVTw
Side To Side,http://changba.com/s/sqfXNsd7_yEHRLgYb3C9_A
早安晨之美,http://changba.com/s/WUx9-5DImVKhndW4d-BGRg
早安晨之美,http://changba.com/s/gvP5F2BEzkk6Juhp6mnDpA
我爱你,http://changba.com/s/kY9CSjyWcogOwRTA8sIOzw
我总是一个人在练习一个人,http://changba.com/s/KopmKwoltjR-2M6p4kuT_A
周末夜惊魂,http://changba.com/s/QupbWCvUJcuHIfvzW3ZEkQ
自然醒,http://changba.com/s/tW6D_NIDFgwVxwBdJEd6UA
残酷月光,http://changba.com/s/dqNuVUD2hxj8tu0PFtit4w
成全,http://changba.com/s/zklZFEAnRDbeXJfgokqCmA
Lost Stars,http://changba.com/s/5tAt_1nBfysQlSM1ED3Rag
崇拜,http://changba.com/s/wNqtK7MpeKXrlXInX-yqkA
想自由,http://changba.com/s/8dsD-uFmrZdBlvOKyUaoGw
浪费,http://changba.com/s/uugVZbQWKmf1dXzS-TREDg
Amazing Grace,http://changba.com/s/NCivOz1HC-0FmbHXPEaNaQ
Hymn For Theweekend,http://changba.com/s/X5zmXCEIT8PIimHZf1seuA
Inside My Love,http://changba.com/s/pgtC6qhCE6vujuoo3trAXQ
What Are Words,http://changba.com/s/bvTKeX28o2OAY06MziZayw
Turn Your Lights Down Low,http://changba.com/s/qCw_syV59uzgw5LjnZot0w
The Scientist,http://changba.com/s/jEoEBr8BiSD49sgvI0NEwA
Put Your Records On,http://changba.com/s/LqOXuaQfAfj4wgCwd9I7Ww
I’m Not The Only One,http://changba.com/s/xFK5dtnu-mRl7wDp4biqJg
Stay With Me,http://changba.com/s/FpYbB37KcodY-oWeYK9yOw
盛夏光年,http://changba.com/s/6IQ42QjSx7CZSy3ZYXH4Aw
Back To Black,http://changba.com/s/c4z1ccqvwiU6BQ7Li2YH2Q
想自由,http://changba.com/s/tFVmq8VpMk2hAnO_h0ntvw
Crazy,http://changba.com/s/QRtoyfvB-B_cHE-MRR4OWg
Diamonds,http://changba.com/s/RgIrNDopYO3VOaNPttkuRg
Xo,http://changba.com/s/8vt39JGxhmhhaizXTPcPdA
Take Me To Church,http://changba.com/s/yXj1IkgrzdHBCQVkUKbhnQ
我還是愛著你,http://changba.com/s/W21Ppo6CfUV_1Me-zUhvXQ
Do It Like A Dude,http://changba.com/s/ztISoXsyAmVB1T5zrIab1g
夜空多灿烂,http://changba.com/s/p3Q0UmQ1Sc5a1y7NVBsUkg
禁区,http://changba.com/s/KBJAhVsHKGMtJ7UN9oik4g
This Is What You,http://changba.com/s/iq5TdKxunIgkgGflusJ9xw
同行,http://changba.com/s/aaj224WKaVp2EnnTOtxkKw
Lay Me Down,http://changba.com/s/LB490Dyai2xAjAczQVoGgw
Love On The Brain,http://changba.com/s/jLZuPVEYL7wBY6Kh5PlDFQ
Domino 吉他版,http://changba.com/s/qwb1HV7-ffbI7MrpnKT5dw
